model_id	outcome	term	estimate	std_error	p_value	ci_low	ci_high	n_obs	n_ids	r2	shock_quantile	weighted_ipw
change_cluster_ols_q0.9	delta_adl_per_year	Intercept	-0.3358649029322601	0.05569295581484072	1.6329826910401356e-09	-0.4450210905219285	-0.22670871534259174	11878	4210	0.2160437470626485	0.9	0
change_cluster_ols_q0.9	delta_adl_per_year	C(interval)[T.2013-2015]	0.06121507137133942	0.010463312727725414	4.902494940898257e-09	0.040707355266018055	0.08172278747666079	11878	4210	0.2160437470626485	0.9	0
change_cluster_ols_q0.9	delta_adl_per_year	C(interval)[T.2015-2018]	0.053684298646517026	0.008644714969675013	5.296047596490681e-10	0.036740968649339734	0.07062762864369432	11878	4210	0.2160437470626485	0.9	0
change_cluster_ols_q0.9	delta_adl_per_year	log_oop_raw_lag	-0.0003083767363193888	0.001524734382421742	0.8397216926824062	-0.003296801211855925	0.0026800477392171476	11878	4210	0.2160437470626485	0.9	0
change_cluster_ols_q0.9	delta_adl_per_year	oop_shock_q0_9_lag	0.04754662070418178	0.020055545542321404	0.01775218694723776	0.008238473750929003	0.08685476765743455	11878	4210	0.2160437470626485	0.9	0
change_cluster_ols_q0.9	delta_adl_per_year	adl5_lag	-0.23644635566169303	0.008559045607666642	5.525487822747916e-168	-0.2532217767947554	-0.21967093452863068	11878	4210	0.2160437470626485	0.9	0
change_cluster_ols_q0.9	delta_adl_per_year	core_disease_count_lag	0.0433000927409602	0.0038872440309511112	8.100492254935325e-29	0.03568123444117772	0.050918951040742684	11878	4210	0.2160437470626485	0.9	0
change_cluster_ols_q0.9	delta_adl_per_year	baseline_age	0.005420370990708898	0.0007798378879817209	3.636374459650734e-12	0.0038919168164849435	0.006948825164932852	11878	4210	0.2160437470626485	0.9	0
change_cluster_ols_q0.9	delta_adl_per_year	sex	0.0219776802518793	0.008640011191793664	0.010968219935084551	0.0050435694899407316	0.03891179101381787	11878	4210	0.2160437470626485	0.9	0
change_cluster_ols_q0.9	delta_adl_per_year	education_c	-0.014194430191165536	0.0022650197918928326	3.685386579582413e-10	-0.018633787407545895	-0.009755072974785176	11878	4210	0.2160437470626485	0.9	0
change_cluster_ols_q0.9	delta_adl_per_year	residence_rural_w1	0.03265160872859322	0.008593376291212422	0.00014491511307358458	0.01580890069221649	0.049494316764969945	11878	4210	0.2160437470626485	0.9	0
change_shock_only_cluster_ols_q0.9	delta_adl_per_year	Intercept	-0.31812688388396204	0.05411846577976265	4.143945276830495e-09	-0.4241971277108602	-0.21205664005706387	12286	4212	0.22218782693904704	0.9	0
change_shock_only_cluster_ols_q0.9	delta_adl_per_year	C(interval)[T.2013-2015]	0.06408557900797943	0.01038068588536088	6.67776670684029e-10	0.04373980853784881	0.08443134947811004	12286	4212	0.22218782693904704	0.9	0
change_shock_only_cluster_ols_q0.9	delta_adl_per_year	C(interval)[T.2015-2018]	0.05561656443044608	0.008538676127262126	7.342547734931857e-11	0.03888106674536036	0.0723520621155318	12286	4212	0.22218782693904704	0.9	0
change_shock_only_cluster_ols_q0.9	delta_adl_per_year	oop_shock_q0_9_lag	0.046185365781108934	0.01644371270539238	0.004974282154767324	0.013956281106416175	0.0784144504558017	12286	4212	0.22218782693904704	0.9	0
change_shock_only_cluster_ols_q0.9	delta_adl_per_year	adl5_lag	-0.23855371931095987	0.008270544888621093	6.065202087213103e-183	-0.254763689425179	-0.2223437491967407	12286	4212	0.22218782693904704	0.9	0
change_shock_only_cluster_ols_q0.9	delta_adl_per_year	core_disease_count_lag	0.04277069113754262	0.0037559140631585586	4.8231511464134656e-30	0.03540923484472435	0.050132147430360895	12286	4212	0.22218782693904704	0.9	0
change_shock_only_cluster_ols_q0.9	delta_adl_per_year	baseline_age	0.005131644919199547	0.000755336296820181	1.0917647839836973e-11	0.0036512129812161357	0.006612076857182958	12286	4212	0.22218782693904704	0.9	0
change_shock_only_cluster_ols_q0.9	delta_adl_per_year	sex	0.022762550432195383	0.008542524909361152	0.007707622828070036	0.006019509272811235	0.03950559159157953	12286	4212	0.22218782693904704	0.9	0
change_shock_only_cluster_ols_q0.9	delta_adl_per_year	education_c	-0.014639999397786239	0.0022239413397432384	4.6133720065008734e-11	-0.018998844327412744	-0.010281154468159734	12286	4212	0.22218782693904704	0.9	0
change_shock_only_cluster_ols_q0.9	delta_adl_per_year	residence_rural_w1	0.03415197389756413	0.008488444603231093	5.737641051884569e-05	0.017514928190467797	0.050789019604660465	12286	4212	0.22218782693904704	0.9	0
change_ipw_wls_q0.9	delta_adl_per_year	Intercept	-0.33876895067951646	0.056292349242800306	1.7655433539730082e-09	-0.44909992780055563	-0.22843797355847728	11878	4210	0.21775383681568816	0.9	1
change_ipw_wls_q0.9	delta_adl_per_year	C(interval)[T.2013-2015]	0.06215418438995978	0.010563502435028672	4.0080348020296925e-09	0.041450100066702425	0.08285826871321714	11878	4210	0.21775383681568816	0.9	1
change_ipw_wls_q0.9	delta_adl_per_year	C(interval)[T.2015-2018]	0.055229968987241446	0.008737161052591046	2.5941941522672447e-10	0.038105447997036926	0.07235448997744597	11878	4210	0.21775383681568816	0.9	1
change_ipw_wls_q0.9	delta_adl_per_year	log_oop_raw_lag	-0.00035250804289102804	0.0015388345945439095	0.8188108723834482	-0.0033685684263613873	0.0026635523405793313	11878	4210	0.21775383681568816	0.9	1
change_ipw_wls_q0.9	delta_adl_per_year	oop_shock_q0_9_lag	0.047757344302600785	0.02022484164600977	0.018209958166554917	0.008117383083395852	0.08739730552180572	11878	4210	0.21775383681568816	0.9	1
change_ipw_wls_q0.9	delta_adl_per_year	adl5_lag	-0.2359092511740482	0.008581261240603676	2.2363544281509474e-166	-0.2527282141475609	-0.2190902882005355	11878	4210	0.21775383681568816	0.9	1
change_ipw_wls_q0.9	delta_adl_per_year	core_disease_count_lag	0.04347916501644241	0.003934273060826357	2.1585944683526293e-28	0.03576813151187659	0.05119019852100823	11878	4210	0.21775383681568816	0.9	1
change_ipw_wls_q0.9	delta_adl_per_year	baseline_age	0.005454785737351474	0.0007883516033776828	4.541064128006351e-12	0.003909644987576811	0.006999926487126138	11878	4210	0.21775383681568816	0.9	1
change_ipw_wls_q0.9	delta_adl_per_year	sex	0.02164401840793772	0.008727277031935576	0.013136670432559405	0.004538869742240371	0.03874916707363507	11878	4210	0.21775383681568816	0.9	1
change_ipw_wls_q0.9	delta_adl_per_year	education_c	-0.014234825103642691	0.002283160078891674	4.526358801819709e-10	-0.01870973662921	-0.009759913578075381	11878	4210	0.21775383681568816	0.9	1
change_ipw_wls_q0.9	delta_adl_per_year	residence_rural_w1	0.03286333468144438	0.008697972937832742	0.00015791836889402446	0.01581562098478816	0.049911048378100606	11878	4210	0.21775383681568816	0.9	1
change_shock_only_ipw_wls_q0.9	delta_adl_per_year	Intercept	-0.33911962585240346	0.05629700244201375	1.7041110900273682e-09	-0.4494597230763139	-0.22877952862849305	11878	4210	0.2177500479977943	0.9	1
change_shock_only_ipw_wls_q0.9	delta_adl_per_year	C(interval)[T.2013-2015]	0.06203803108165905	0.01054738807669177	4.057346487009095e-09	0.04136553032037599	0.08271053184294211	11878	4210	0.2177500479977943	0.9	1
change_shock_only_ipw_wls_q0.9	delta_adl_per_year	C(interval)[T.2015-2018]	0.05514192088071263	0.008739250547809756	2.796033859650421e-10	0.038013304555133576	0.07227053720629169	11878	4210	0.2177500479977943	0.9	1
change_shock_only_ipw_wls_q0.9	delta_adl_per_year	oop_shock_q0_9_lag	0.04503808811746925	0.016613726263544407	0.006710161992708346	0.012475782991915006	0.07760039324302348	11878	4210	0.2177500479977943	0.9	1
change_shock_only_ipw_wls_q0.9	delta_adl_per_year	adl5_lag	-0.23596136355103597	0.008564265599840484	4.205148345152445e-167	-0.25274701568075864	-0.2191757114213133	11878	4210	0.2177500479977943	0.9	1
change_shock_only_ipw_wls_q0.9	delta_adl_per_year	core_disease_count_lag	0.04337100140202971	0.003877788922079388	4.858168335532697e-29	0.03577067477510571	0.050971328028953704	11878	4210	0.2177500479977943	0.9	1
