module	model_id	outcome	term	estimate	std_error	p_value	ci_low	ci_high	n_obs	n_ids
leg2	adl_lead_no_mediator_cluster_ols	adl5_lead	adl5	0.4443130491907402	0.01943567785340819	1.1440183937634046e-115	0.40621982058293743	0.482406277798543	8078	4204
leg2	adl_lead_no_mediator_cluster_ols	adl5_lead	adl5_lag	0.26403577800509753	0.02022162343860838	5.7890664287708974e-39	0.2244021243564941	0.30366943165370097	8078	4204
leg2	adl_lead_no_mediator_cluster_ols	adl5_lead	core_disease_count_lag	0.07845905992048009	0.010659954497069588	1.8367840508529703e-13	0.057565933029387915	0.09935218681157226	8078	4204
leg2	adl_lead_no_mediator_cluster_ols	adl5_lead	baseline_age	0.013428623832146781	0.002088700379076084	1.2829691099036037e-10	0.009334846314662498	0.017522401349631064	8078	4204
leg2	adl_lead_no_mediator_cluster_ols	adl5_lead	sex	0.06140181878621377	0.022794326766465364	0.007065684702604373	0.01672575927210431	0.10607787830032323	8078	4204
leg2	adl_lead_no_mediator_cluster_ols	adl5_lead	education_c	-0.023068333647409796	0.005905433598581222	9.37241901502622e-05	-0.03464277081372176	-0.011493896481097835	8078	4204
leg2	adl_lead_no_mediator_cluster_ols	adl5_lead	residence_rural_w1	0.09937751981088166	0.02251385138232189	1.014492184269652e-05	0.055251181948243445	0.1435038576735199	8078	4204
leg2_burden	adl_lead_no_mediator_cluster_ols_burden	adl5_lead	Intercept	-0.7015986409811001	0.18001600730775572	9.722146602474101e-05	-1.0544235319450006	-0.34877375001719974	5665	2943
leg2_burden	adl_lead_no_mediator_cluster_ols_burden	adl5_lead	C(interval_lag)[T.2013-2015]	0.03845562393483661	0.013067295229482653	0.0032516301034621474	0.012844195909698552	0.06406705195997467	5665	2943
leg2_burden	adl_lead_no_mediator_cluster_ols_burden	adl5_lead	C(interval_lead)[T.2015-2018]	0.03845562393485023	0.01306729522948323	0.003251630103452562	0.012844195909711042	0.06406705195998942	5665	2943
leg2_burden	adl_lead_no_mediator_cluster_ols_burden	adl5_lead	log_burden_ratio_raw_lag	0.1228837778625675	0.0673170348214559	0.06793338140152204	-0.009055185933514773	0.25482274165864977	5665	2943
leg2_burden	adl_lead_no_mediator_cluster_ols_burden	adl5_lead	adl5	0.4569348579994542	0.022515093510927918	1.435125139945595e-91	0.412806085609484	0.5010636303894244	5665	2943
leg2_burden	adl_lead_no_mediator_cluster_ols_burden	adl5_lead	adl5_lag	0.25719858828362435	0.02370821156343795	2.027197349126166e-27	0.2107313474814299	0.3036658290858188	5665	2943
leg2_burden	adl_lead_no_mediator_cluster_ols_burden	adl5_lead	core_disease_count_lag	0.07944748823902319	0.012442361420679964	1.7112667301514244e-10	0.055060907971859835	0.10383406850618654	5665	2943
leg2_burden	adl_lead_no_mediator_cluster_ols_burden	adl5_lead	baseline_age	0.011497142680657609	0.0025401136967725998	6.004479687672583e-06	0.0065186113183464175	0.016475674042968798	5665	2943
leg2_burden	adl_lead_no_mediator_cluster_ols_burden	adl5_lead	sex	0.05581091375002125	0.02716174679051461	0.03990203879714626	0.002574868283416215	0.10904695921662629	5665	2943
leg2_burden	adl_lead_no_mediator_cluster_ols_burden	adl5_lead	education_c	-0.025511004304878272	0.007038627596522948	0.0002896008280148752	-0.03930646089465297	-0.011715547715103572	5665	2943
leg2_burden	adl_lead_no_mediator_cluster_ols_burden	adl5_lead	residence_rural_w1	0.1079402610057232	0.02654066255397643	4.7626966013805285e-05	0.055921518274098546	0.15995900373734784	5665	2943
leg2	adl_lead_no_mediator_gee_binomial	adl5_lead_prop	Intercept	-5.415223345739013	0.3254283494197294	3.5586776800020285e-62	-6.053051190149999	-4.7773955013280265	8078	4204
leg2	adl_lead_no_mediator_gee_binomial	adl5_lead_prop	C(interval_lag)[T.2013-2015]	0.0806269707262253	0.02571585255883717	0.0017167712203557141	0.030224825879162254	0.13102911557328834	8078	4204
leg2	adl_lead_no_mediator_gee_binomial	adl5_lead_prop	C(interval_lead)[T.2015-2018]	0.08062697072627364	0.0257158525588375	0.0017167712203449471	0.03022482587920995	0.13102911557333735	8078	4204
leg2	adl_lead_no_mediator_gee_binomial	adl5_lead_prop	oop_shock_p95_lag	0.011337750807792854	0.11984052590922714	0.9246270016915715	-0.22354536386263157	0.24622086547821725	8078	4204
leg2	adl_lead_no_mediator_gee_binomial	adl5_lead_prop	log_oop_raw_lag	0.01979593008935794	0.008095589790683578	0.014474238645997554	0.003928865666007975	0.03566299451270791	8078	4204
leg2	adl_lead_no_mediator_gee_binomial	adl5_lead_prop	adl5	0.5457599821335699	0.022413724917902816	5.887716657557863e-131	0.5018298885350924	0.5896900757320475	8078	4204
leg2	adl_lead_no_mediator_gee_binomial	adl5_lead_prop	adl5_lag	0.32985117992493324	0.023729990492117485	6.31807589168144e-44	0.28334125320690506	0.3763611066429614	8078	4204
leg2	adl_lead_no_mediator_gee_binomial	adl5_lead_prop	core_disease_count_lag	0.1851724786413927	0.020855844987142054	6.765538413124799e-19	0.14429577359944404	0.22604918368334134	8078	4204
leg2	adl_lead_no_mediator_gee_binomial	adl5_lead_prop	baseline_age	0.03175706172223723	0.004286759946027865	1.2805064678696321e-13	0.02335516661765375	0.04015895682682071	8078	4204
leg2	adl_lead_no_mediator_gee_binomial	adl5_lead_prop	sex	0.18014640313342287	0.054443017509888385	0.0009366388364331512	0.0734400496043581	0.28685275666248766	8078	4204
leg2	adl_lead_no_mediator_gee_binomial	adl5_lead_prop	education_c	-0.06596276083620549	0.015799695767226233	2.980663425432468e-05	-0.09692959550665885	-0.03499592616575213	8078	4204
leg2	adl_lead_no_mediator_gee_binomial	adl5_lead_prop	residence_rural_w1	0.28197437030122313	0.0577484939292022	1.0458971879554653e-06	0.16878940203855686	0.3951593385638894	8078	4204
leg2	adl_lead_with_doc_any_cluster_ols	adl5_lead	Intercept	-0.8426187002398562	0.14695876839648647	9.825830047275897e-09	-1.1306525935093328	-0.5545848069703796	8059	4190
leg2	adl_lead_with_doc_any_cluster_ols	adl5_lead	C(interval_lag)[T.2013-2015]	0.033843521323513065	0.011012354674234963	0.0021175375772333224	0.012259702777031218	0.055427339869994915	8059	4190
leg2	adl_lead_with_doc_any_cluster_ols	adl5_lead	C(interval_lead)[T.2015-2018]	0.033843521323504815	0.011012354674234793	0.0021175375772383032	0.0122597027770233	0.055427339869986325	8059	4190
leg2	adl_lead_with_doc_any_cluster_ols	adl5_lead	oop_shock_p95_lag	0.0005540107316703951	0.06816508673959551	0.9935152764563143	-0.13304710428098562	0.1341551257443264	8059	4190
leg2	adl_lead_with_doc_any_cluster_ols	adl5_lead	log_oop_raw_lag	0.011245224678002038	0.0058580227575471926	0.05490490104823692	-0.00023628894740647215	0.02272673830341055	8059	4190
leg2	adl_lead_with_doc_any_cluster_ols	adl5_lead	doctor_visit_any_wave	-0.008645365121539673	0.028958316248075038	0.7652871148842006	-0.0654026220206878	0.04811189177760847	8059	4190
leg2	adl_lead_with_doc_any_cluster_ols	adl5_lead	doctor_visit_any_lag	-0.036059114033131265	0.04589732796147757	0.43207411687690866	-0.12601622382425048	0.053897995757987954	8059	4190
leg2	adl_lead_with_doc_any_cluster_ols	adl5_lead	adl5	0.44487688356651334	0.019541470361592185	1.001281914099008e-114	0.40657630545283574	0.48317746168019093	8059	4190
leg2	adl_lead_with_doc_any_cluster_ols	adl5_lead	adl5_lag	0.2639386379905203	0.020305924558289407	1.2540454140287874e-38	0.22413975718348567	0.30373751879755495	8059	4190
leg2	adl_lead_with_doc_any_cluster_ols	adl5_lead	core_disease_count_lag	0.0788073599091244	0.010686252297425819	1.6477858778328636e-13	0.057862690276461376	0.09975202954178741	8059	4190
leg2	adl_lead_with_doc_any_cluster_ols	adl5_lead	baseline_age	0.013508902947049796	0.0020886719843075155	9.950606273765854e-11	0.009415181082289257	0.017602624811810335	8059	4190
leg2	adl_lead_with_doc_any_cluster_ols	adl5_lead	sex	0.06242399375553844	0.022759616254214625	0.006092659306433469	0.01781596559532537	0.10703202191575151	8059	4190
leg2	adl_lead_with_doc_any_cluster_ols	adl5_lead	education_c	-0.023232904365165827	0.005912488764722595	8.513586306685058e-05	-0.034821169403019825	-0.011644639327311829	8059	4190
leg2	adl_lead_with_doc_any_cluster_ols	adl5_lead	residence_rural_w1	0.10046866717789518	0.022575300200610875	8.571843291054188e-06	0.056221891844518014	0.14471544251127236	8059	4190
leg2	adl_lead_with_doc_any_gee_binomial	adl5_lead_prop	Intercept	-5.423977409855464	0.3256538826672258	2.753319398930751e-62	-6.062247291308859	-4.785707528402069	8059	4190
leg2	adl_lead_with_doc_any_gee_binomial	adl5_lead_prop	C(interval_lag)[T.2013-2015]	0.07901579662467775	0.025808675200123966	0.0022015867486465473	0.028431722743742706	0.1295998705056128	8059	4190
leg2	adl_lead_with_doc_any_gee_binomial	adl5_lead_prop	C(interval_lead)[T.2015-2018]	0.07901579662480092	0.02580867520012448	0.0022015867486118988	0.028431722743864865	0.12959987050573696	8059	4190
leg2	adl_lead_with_doc_any_gee_binomial	adl5_lead_prop	oop_shock_p95_lag	9.158887406152595e-06	0.12220525796547037	0.9999402011421576	-0.23950874544634232	0.23952706322115463	8059	4190
leg2	adl_lead_with_doc_any_gee_binomial	adl5_lead_prop	log_oop_raw_lag	0.024771167121882463	0.011615761564649867	0.03296183684904701	0.0020046928021640945	0.04753764144160083	8059	4190
leg2	adl_lead_with_doc_any_gee_binomial	adl5_lead_prop	doctor_visit_any_wave	0.014895371722966927	0.06148238619747933	0.8085705292487219	-0.10560789090767508	0.13539863435360894	8059	4190
leg2	adl_lead_with_doc_any_gee_binomial	adl5_lead_prop	doctor_visit_any_lag	-0.057901640590742605	0.08955704308302757	0.5179338217583682	-0.2334302195953786	0.1176269384138934	8059	4190
leg2	adl_lead_with_doc_any_gee_binomial	adl5_lead_prop	adl5	0.5453254952112981	0.022624105685731387	2.2840475076285207e-128	0.5009830628848367	0.5896679275377595	8059	4190
leg2	adl_lead_with_doc_any_gee_binomial	adl5_lead_prop	adl5_lag	0.3301086147566125	0.023822267313669643	1.1516432661088632e-43	0.28341782879173427	0.37679940072149076	8059	4190
leg2	adl_lead_with_doc_any_gee_binomial	adl5_lead_prop	core_disease_count_lag	0.18492764842386314	0.020873163191680654	8.030992043281661e-19	0.14401700032474193	0.22583829652298434	8059	4190
leg2	adl_lead_with_doc_any_gee_binomial	adl5_lead_prop	baseline_age	0.03189874744775369	0.004286882511392337	9.991629756191483e-14	0.023496612119470094	0.04030088277603729	8059	4190
leg2	adl_lead_with_doc_any_gee_binomial	adl5_lead_prop	sex	0.18075901398613783	0.05438328398681922	0.0008880070577778928	0.07416973601095832	0.28734829196131734	8059	4190
leg2	adl_lead_with_doc_any_gee_binomial	adl5_lead_prop	education_c	-0.06636190429988205	0.015827088602997887	2.753721585911743e-05	-0.09738242794188226	-0.03534138065788183	8059	4190
leg2	adl_lead_with_doc_any_gee_binomial	adl5_lead_prop	residence_rural_w1	0.2829968084605195	0.05794343637087144	1.0394537707867068e-06	0.1694297600331232	0.3965638568879158	8059	4190
leg2	adl_lead_with_doc_count_cluster_ols	adl5_lead	Intercept	-0.815513170097333	0.1467837313048322	2.7621257342830923e-08	-1.1032039969712086	-0.5278223432234574	7976	4159
leg2	adl_lead_with_doc_count_cluster_ols	adl5_lead	C(interval_lag)[T.2013-2015]	0.034624264230452825	0.011031696462425857	0.0016974746021136684	0.013002536475720226	0.05624599198518543	7976	4159
leg2	adl_lead_with_doc_count_cluster_ols	adl5_lead	C(interval_lead)[T.2015-2018]	0.03462426423043116	0.01103169646242538	0.001697474602124256	0.013002536475699496	0.05624599198516283	7976	4159
leg2	adl_lead_with_doc_count_cluster_ols	adl5_lead	oop_shock_p95_lag	-0.026385063296669606	0.06680691503051638	0.6928834097888646	-0.1573242106747093	0.10455408408137008	7976	4159
leg2	adl_lead_with_doc_count_cluster_ols	adl5_lead	log_oop_raw_lag	0.00743007779561396	0.004521108088328195	0.1002961407698017	-0.0014311312277220344	0.016291286818949955	7976	4159
leg2	adl_lead_with_doc_count_cluster_ols	adl5_lead	doctor_visit_count_wave	0.002921703044306121	0.010211248214379113	0.7747816606852851	-0.017091975693075877	0.02293538178168812	7976	4159
leg2	adl_lead_with_doc_count_cluster_ols	adl5_lead	doctor_visit_count_lag	0.000508377194084204	0.010122788141337899	0.9599462258528585	-0.019331922986067233	0.02034867737423564	7976	4159
leg2	adl_lead_with_doc_count_cluster_ols	adl5_lead	adl5	0.446550394518554	0.019688249812240276	6.890756898304449e-114	0.40796213396793557	0.4851386550691724	7976	4159
leg2	adl_lead_with_doc_count_cluster_ols	adl5_lead	adl5_lag	0.26493909748264705	0.020402528055914047	1.4767355521501665e-38	0.2249508772994875	0.3049273176658066	7976	4159
leg2	adl_lead_with_doc_count_cluster_ols	adl5_lead	core_disease_count_lag	0.07900107275657005	0.010751152164261629	2.009697413965743e-13	0.0579292017223074	0.1000729437908327	7976	4159
leg2	adl_lead_with_doc_count_cluster_ols	adl5_lead	baseline_age	0.0129939698843105	0.002084491210083258	4.5571677281502083e-10	0.008908442186456998	0.017079497582164	7976	4159
leg2	adl_lead_with_doc_count_cluster_ols	adl5_lead	sex	0.06309366068974792	0.022919831731948923	0.005908839167512701	0.018171615963409743	0.1080157054160861	7976	4159
leg2	adl_lead_with_doc_count_cluster_ols	adl5_lead	education_c	-0.022437916869779046	0.005891495271716679	0.00013979727009984607	-0.03398503541743175	-0.010890798322126336	7976	4159
leg2	adl_lead_with_doc_count_cluster_ols	adl5_lead	residence_rural_w1	0.09950239094327228	0.02244079407992069	9.250234756495857e-06	0.05551924276214806	0.1434855391243965	7976	4159
leg2	adl_lead_with_doc_count_gee_binomial	adl5_lead_prop	Intercept	-5.38795418846747	0.3285203020349849	1.8912984138477456e-60	-6.031842148646261	-4.744066228288679	7976	4159
leg2	adl_lead_with_doc_count_gee_binomial	adl5_lead_prop	C(interval_lag)[T.2013-2015]	0.08146608153153315	0.04735153851594189	0.08535018744845212	-0.011341228572274167	0.17427339163534045	7976	4159
leg2	adl_lead_with_doc_count_gee_binomial	adl5_lead_prop	C(interval_lead)[T.2015-2018]	0.08146608153146084	0.0	0.0	0.08146608153146084	0.08146608153146084	7976	4159
leg2	adl_lead_with_doc_count_gee_binomial	adl5_lead_prop	oop_shock_p95_lag	-0.046229927431594396	0.12404130169386458	0.7093733309346012	-0.28934641134703615	0.19688655648384737	7976	4159
leg2	adl_lead_with_doc_count_gee_binomial	adl5_lead_prop	log_oop_raw_lag	0.01894389382914669	0.009334157978981999	0.04240498854120604	0.0006492803643347936	0.037238507293958584	7976	4159
leg2	adl_lead_with_doc_count_gee_binomial	adl5_lead_prop	doctor_visit_count_wave	0.01348042613403015	0.019326596904905013	0.48548589987108715	-0.02439900774330695	0.051359860011367255	7976	4159
leg2	adl_lead_with_doc_count_gee_binomial	adl5_lead_prop	doctor_visit_count_lag	-0.002004093871757425	0.019442204760245118	0.9178998290015701	-0.04011011498189106	0.0361019272383762	7976	4159
leg2	adl_lead_with_doc_count_gee_binomial	adl5_lead_prop	adl5	0.5479109962500969	0.022725203334667137	1.9502720734644406e-128	0.5033704161727998	0.592451576327394	7976	4159
leg2	adl_lead_with_doc_count_gee_binomial	adl5_lead_prop	adl5_lag	0.33208724516149235	0.023991753832280024	1.427407012919946e-43	0.2850642717242727	0.379110218598712	7976	4159
leg2	adl_lead_with_doc_count_gee_binomial	adl5_lead_prop	core_disease_count_lag	0.1864727287937518	0.02106807648710782	8.67686766598367e-19	0.1451800576554853	0.22776539993201828	7976	4159
leg2	adl_lead_with_doc_count_gee_binomial	adl5_lead_prop	baseline_age	0.0310871873285146	0.004326059092277422	6.670274279398662e-13	0.022608267312658817	0.03956610734437038	7976	4159
leg2	adl_lead_with_doc_count_gee_binomial	adl5_lead_prop	sex	0.18376882839690017	0.05521790933470162	0.0008745124955075706	0.07554371479928694	0.2919939419945134	7976	4159
leg2	adl_lead_with_doc_count_gee_binomial	adl5_lead_prop	education_c	-0.06469028654212162	0.015874374146190664	4.598680354693297e-05	-0.0958034881457691	-0.03357708493847415	7976	4159
leg2	adl_lead_with_doc_count_gee_binomial	adl5_lead_prop	residence_rural_w1	0.2818547873830029	0.05798031447038411	1.1666732463859185e-06	0.1682154592087435	0.3954941155572623	7976	4159
leg2	adl_lead_with_hosp_any_cluster_ols	adl5_lead	Intercept	-0.8451266884992326	0.1470090082690597	8.987435129274659e-09	-1.1332590501095405	-0.5569943268889246	8061	4194
leg2	adl_lead_with_hosp_any_cluster_ols	adl5_lead	C(interval_lag)[T.2013-2015]	0.034390660083029996	0.01100234861870438	0.0017734847629419731	0.0128264530450154	0.055954867121044596	8061	4194
leg2	adl_lead_with_hosp_any_cluster_ols	adl5_lead	C(interval_lead)[T.2015-2018]	0.034390660083060874	0.011002348618705146	0.0017734847629263632	0.012826453045044775	0.05595486712107697	8061	4194
leg2	adl_lead_with_hosp_any_cluster_ols	adl5_lead	oop_shock_p95_lag	0.0014475324701360356	0.06694508056496754	0.9827489367850484	-0.12976241437933267	0.13265747931960475	8061	4194
leg2	adl_lead_with_hosp_any_cluster_ols	adl5_lead	log_oop_raw_lag	0.005610872320262776	0.00467890414626711	0.23045596436762839	-0.003559611293535889	0.01478135593406144	8061	4194
leg2	adl_lead_with_hosp_any_cluster_ols	adl5_lead	hospital_stay_any_wave	0.06224003390952493	0.03458606454729682	0.07192860855636073	-0.005547406970154448	0.1300274747892043	8061	4194
leg2	adl_lead_with_hosp_any_cluster_ols	adl5_lead	hospital_stay_any_lag	0.026248716975298802	0.048280518825634576	0.586667905885901	-0.06837936107785303	0.12087679502845064	8061	4194
leg2	adl_lead_with_hosp_any_cluster_ols	adl5_lead	adl5	0.4431970250333353	0.019529974801700004	5.232796567417754e-114	0.4049189778030285	0.4814750722636421	8061	4194
leg2	adl_lead_with_hosp_any_cluster_ols	adl5_lead	adl5_lag	0.265016733118093	0.020273853530554276	4.769260924792991e-39	0.2252807103703664	0.30475275586581957	8061	4194
leg2	adl_lead_with_hosp_any_cluster_ols	adl5_lead	core_disease_count_lag	0.07557578653582571	0.010680827973431154	1.4855051518428423e-12	0.054641748382832714	0.0965098246888187	8061	4194
leg2	adl_lead_with_hosp_any_cluster_ols	adl5_lead	baseline_age	0.013448724287020168	0.0020904596182722153	1.2479587513218308e-10	0.009351498724071277	0.01754594984996906	8061	4194
leg2	adl_lead_with_hosp_any_cluster_ols	adl5_lead	sex	0.06256707926471995	0.022857909533269397	0.006196123551343921	0.017766399817637175	0.10736775871180274	8061	4194
leg2	adl_lead_with_hosp_any_cluster_ols	adl5_lead	education_c	-0.023495747706810195	0.005893840469815618	6.705739611397389e-05	-0.03504746275827344	-0.011944032655346952	8061	4194
leg2	adl_lead_with_hosp_any_cluster_ols	adl5_lead	residence_rural_w1	0.09947418861391197	0.022538410627483473	1.0169367274714275e-05	0.05529971551526956	0.14364866171255436	8061	4194
leg2	adl_lead_with_hosp_any_gee_binomial	adl5_lead_prop	Intercept	-5.435161131869526	0.32585730679175934	1.8452944729185768e-62	-6.073829717280593	-4.796492546458459	8061	4194
leg2	adl_lead_with_hosp_any_gee_binomial	adl5_lead_prop	C(interval_lag)[T.2013-2015]	0.07979190919109758	0.02578944019061621	0.001974934570310877	0.029245535236040017	0.13033828314615514	8061	4194
leg2	adl_lead_with_hosp_any_gee_binomial	adl5_lead_prop	C(interval_lead)[T.2015-2018]	0.07979190919112454	0.025789440190616294	0.0019749345703039844	0.029245535236066822	0.13033828314618226	8061	4194
leg2	adl_lead_with_hosp_any_gee_binomial	adl5_lead_prop	oop_shock_p95_lag	0.0024085666444903283	0.1205648640093803	0.9840614399929896	-0.23389422461486445	0.2387113579038451	8061	4194
leg2	adl_lead_with_hosp_any_gee_binomial	adl5_lead_prop	log_oop_raw_lag	0.01602880723305339	0.009610386511358687	0.09534294355608555	-0.00280720420671917	0.034864818672825953	8061	4194
leg2	adl_lead_with_hosp_any_gee_binomial	adl5_lead_prop	hospital_stay_any_wave	0.14948795660467815	0.0678497761860303	0.027579274655580542	0.016504838920955334	0.28247107428840096	8061	4194
leg2	adl_lead_with_hosp_any_gee_binomial	adl5_lead_prop	hospital_stay_any_lag	0.02677911175731531	0.09268599035728164	0.7726403242649671	-0.15488209121438345	0.2084403147290141	8061	4194
leg2	adl_lead_with_hosp_any_gee_binomial	adl5_lead_prop	adl5	0.541828342039986	0.022653677726394914	1.9950163729364002e-126	0.4974279495788747	0.5862287345010972	8061	4194
leg2	adl_lead_with_hosp_any_gee_binomial	adl5_lead_prop	adl5_lag	0.332725287369583	0.023830004331938683	2.6418654006592813e-44	0.28601933712754973	0.3794312376116163	8061	4194
leg2	adl_lead_with_hosp_any_gee_binomial	adl5_lead_prop	core_disease_count_lag	0.179169997434771	0.020978809065153425	1.3361590583371633e-17	0.1380522872285279	0.2202877076410141	8061	4194
leg2	adl_lead_with_hosp_any_gee_binomial	adl5_lead_prop	baseline_age	0.03186164142132252	0.00429098514939695	1.1256631327754399e-13	0.023451465070308278	0.040271817772336765	8061	4194
leg2	adl_lead_with_hosp_any_gee_binomial	adl5_lead_prop	sex	0.18186112577952354	0.05467076984463172	0.0008795088929378235	0.07470838587696692	0.28901386568208015	8061	4194
leg2	adl_lead_with_hosp_any_gee_binomial	adl5_lead_prop	education_c	-0.0677590788278834	0.015852634526322417	1.9172987540757802e-05	-0.09882967155955152	-0.036688486096215285	8061	4194
leg2	adl_lead_with_hosp_any_gee_binomial	adl5_lead_prop	residence_rural_w1	0.2833768430352874	0.05780389611557336	9.468096301695211e-07	0.17008328848266885	0.3966703975879059	8061	4194
leg2	adl_lead_with_any_contact_cluster_ols	adl5_lead	Intercept	-0.8419803706400013	0.1469546829185945	1.0071288887644351e-08	-1.13000625651995	-0.5539544847600526	8071	4199
leg2	adl_lead_with_any_contact_cluster_ols	adl5_lead	C(interval_lag)[T.2013-2015]	0.034716175601134824	0.01098573211545154	0.0015770693948680696	0.013184536311044787	0.056247814891224865	8071	4199
leg2	adl_lead_with_any_contact_cluster_ols	adl5_lead	C(interval_lead)[T.2015-2018]	0.03471617560113185	0.010985732115451475	0.0015770693948694355	0.013184536311041939	0.056247814891221756	8071	4199
leg2	adl_lead_with_any_contact_cluster_ols	adl5_lead	oop_shock_p95_lag	-0.016867528799620328	0.07284007662518269	0.8168725198530438	-0.15963145561611625	0.12589639801687558	8071	4199
leg2	adl_lead_with_any_contact_cluster_ols	adl5_lead	log_oop_raw_lag	0.017768609598769716	0.011010026841673737	0.10655843348811092	-0.00381064647973009	0.03934786567726952	8071	4199
leg2	adl_lead_with_any_contact_cluster_ols	adl5_lead	any_contact_wave	0.02548052897902522	0.025972797132301995	0.32656967350310306	-0.025425217978051886	0.07638627593610232	8071	4199
leg2	adl_lead_with_any_contact_cluster_ols	adl5_lead	any_contact_lag	-0.08118648388941539	0.07780504679749396	0.29673512027343085	-0.23368157342795703	0.07130860564912624	8071	4199
leg2	adl_lead_with_any_contact_cluster_ols	adl5_lead	adl5	0.4428774406371942	0.019555506178286195	1.4866653956049537e-113	0.40454935282830273	0.48120552844608566	8071	4199
leg2	adl_lead_with_any_contact_cluster_ols	adl5_lead	adl5_lag	0.2645094975957662	0.020241023416506392	5.017360146079676e-39	0.2248378206891818	0.3041811745023506	8071	4199
leg2	adl_lead_with_any_contact_cluster_ols	adl5_lead	core_disease_count_lag	0.07697904565081318	0.010761135686366854	8.463510409926901e-13	0.055887607272785425	0.09807048402884093	8071	4199
leg2	adl_lead_with_any_contact_cluster_ols	adl5_lead	baseline_age	0.013458432771510256	0.002092215674974061	1.254212128282198e-10	0.009357765400670936	0.017559100142349578	8071	4199
leg2	adl_lead_with_any_contact_cluster_ols	adl5_lead	sex	0.06123853443301965	0.02280097614124399	0.007235949407703308	0.01654944238382438	0.10592762648221493	8071	4199
leg2	adl_lead_with_any_contact_cluster_ols	adl5_lead	education_c	-0.023336230686348446	0.005899497500044006	7.63331498037888e-05	-0.034899033313318784	-0.011773428059378107	8071	4199
leg2	adl_lead_with_any_contact_cluster_ols	adl5_lead	residence_rural_w1	0.0987884976661939	0.02253650882720298	1.1679452165555289e-05	0.05461775202760704	0.14295924330478074	8071	4199
leg2	adl_lead_with_any_contact_gee_binomial	adl5_lead_prop	Intercept	-5.432098947611427	0.3254719261879896	1.5519025459242191e-62	-6.070012200918766	-4.794185694304089	8071	4199
leg2	adl_lead_with_any_contact_gee_binomial	adl5_lead_prop	C(interval_lag)[T.2013-2015]	0.0807351114339615	0.02571862440300041	0.0016942763672468497	0.03032753387216775	0.13114268899575526	8071	4199
leg2	adl_lead_with_any_contact_gee_binomial	adl5_lead_prop	C(interval_lead)[T.2015-2018]	0.08073511143407767	0.025718624403000327	0.0016942763672206744	0.03032753387228409	0.13114268899587125	8071	4199
leg2	adl_lead_with_any_contact_gee_binomial	adl5_lead_prop	oop_shock_p95_lag	-0.03743991380867275	0.13443938719263293	0.7806368748524621	-0.3009362708098687	0.2260564431925232	8071	4199
leg2	adl_lead_with_any_contact_gee_binomial	adl5_lead_prop	log_oop_raw_lag	0.03871423662507773	0.022457213772388112	0.08472392108833553	-0.005301093561919851	0.08272956681207531	8071	4199
leg2	adl_lead_with_any_contact_gee_binomial	adl5_lead_prop	any_contact_wave	0.1002211589504407	0.056577359205267075	0.07649413560344007	-0.010668427432268465	0.21111074533314989	8071	4199
leg2	adl_lead_with_any_contact_gee_binomial	adl5_lead_prop	any_contact_lag	-0.16683342833209747	0.16320119633450939	0.3066596764887862	-0.48670189538158615	0.15303503871739121	8071	4199
leg2	adl_lead_with_any_contact_gee_binomial	adl5_lead_prop	adl5	0.5411067549600598	0.02262476307777944	2.0594343016150996e-126	0.4967630341688605	0.5854504757512591	8071	4199
leg2	adl_lead_with_any_contact_gee_binomial	adl5_lead_prop	adl5_lag	0.33134467369994847	0.023690586868026782	1.888773968511412e-44	0.28491197666599843	0.3777773707338985	8071	4199
leg2	adl_lead_with_any_contact_gee_binomial	adl5_lead_prop	core_disease_count_lag	0.1800314871404611	0.021060896008097525	1.2508795748188741e-17	0.13875288948244657	0.22131008479847564	8071	4199
leg2	adl_lead_with_any_contact_gee_binomial	adl5_lead_prop	baseline_age	0.03187266233238904	0.0042869239901506375	1.0468197636158958e-13	0.023470445707233053	0.04027487895754503	8071	4199
leg2	adl_lead_with_any_contact_gee_binomial	adl5_lead_prop	sex	0.1776694205659434	0.054418201782589964	0.00109506752571146	0.0710117049686337	0.2843271361632531	8071	4199
leg2	adl_lead_with_any_contact_gee_binomial	adl5_lead_prop	education_c	-0.06726607965239843	0.015803143209268823	2.076520025193722e-05	-0.09823967118509405	-0.036292488119702815	8071	4199
leg2	adl_lead_with_any_contact_gee_binomial	adl5_lead_prop	residence_rural_w1	0.2811340598346148	0.05774511375736357	1.1242908085253905e-06	0.1679557165870138	0.3943124030822158	8071	4199
leg2	adl_lead_with_out_forg_cost_cluster_ols	adl5_lead	Intercept	-0.7280512901266251	0.6643174702951953	0.27310555856614827	-2.030089606205965	0.5739870259527148	462	431
leg2	adl_lead_with_out_forg_cost_cluster_ols	adl5_lead	C(interval_lag)[T.2013-2015]	0.027824541640031144	0.05076062149524797	0.5835874640506271	-0.07166444832352459	0.12731353160358688	462	431
leg2	adl_lead_with_out_forg_cost_cluster_ols	adl5_lead	C(interval_lead)[T.2015-2018]	0.027824541640044304	0.05076062149524958	0.583587464050461	-0.07166444832351458	0.1273135316036032	462	431
leg2	adl_lead_with_out_forg_cost_cluster_ols	adl5_lead	oop_shock_p95_lag	-0.09062596565256809	0.33442712001545233	0.7863997344402687	-0.7460910763363089	0.5648391450311727	462	431
