dataset_id	model_id	profile_col	covar_set	term	estimate	std_error	p_value	ci_low	ci_high	n_obs	n_ids	log_likelihood	aic	bic
main_cohort	gee_binomial	ft_profile	baseline_disease	Intercept	-5.7574931686671995	0.3370648868532199	2.0464928403696743e-65	-6.418128207352579	-5.09685812998182	19469	5086	-5027.579934596518	10081.159869193036	-185426.64360049285
main_cohort	gee_binomial	ft_profile	baseline_disease	C(ft_profile)[T.mixed]	-0.1853390646389429	0.10255269892972468	0.07072224512738047	-0.3863386610585826	0.015660531780696818	19469	5086	-5027.579934596518	10081.159869193036	-185426.64360049285
main_cohort	gee_binomial	ft_profile	baseline_disease	C(ft_profile)[T.shock_spike]	0.11312838660753634	0.12881880044697402	0.379836387999804	-0.139351822800185	0.36560859601525764	19469	5086	-5027.579934596518	10081.159869193036	-185426.64360049285
main_cohort	gee_binomial	ft_profile	baseline_disease	C(ft_profile)[T.stable_low]	-0.38022629827095694	0.0877534987388649	1.4716433609531493e-05	-0.5522199953165132	-0.2082326012254007	19469	5086	-5027.579934596518	10081.159869193036	-185426.64360049285
main_cohort	gee_binomial	ft_profile	baseline_disease	t_years	0.125419604070415	0.012852440913765301	1.6976818082520026e-22	0.10022928276600594	0.15060992537482404	19469	5086	-5027.579934596518	10081.159869193036	-185426.64360049285
main_cohort	gee_binomial	ft_profile	baseline_disease	t_years:C(ft_profile)[T.mixed]	-0.014801681477008326	0.018488161357036563	0.4233613871953751	-0.05103781187716516	0.02143444892314851	19469	5086	-5027.579934596518	10081.159869193036	-185426.64360049285
main_cohort	gee_binomial	ft_profile	baseline_disease	t_years:C(ft_profile)[T.shock_spike]	-0.03164225364155068	0.02278376242675922	0.16489138072007814	-0.07629760743031566	0.013013100147214289	19469	5086	-5027.579934596518	10081.159869193036	-185426.64360049285
main_cohort	gee_binomial	ft_profile	baseline_disease	t_years:C(ft_profile)[T.stable_low]	-0.034464118821611996	0.015408250125926268	0.025303892206713318	-0.06466373413321223	-0.004264503510011758	19469	5086	-5027.579934596518	10081.159869193036	-185426.64360049285
main_cohort	gee_binomial	ft_profile	baseline_disease	baseline_age	0.04332641659960978	0.0041574153015424675	1.9785203848174546e-25	0.035178032339810816	0.05147480085940874	19469	5086	-5027.579934596518	10081.159869193036	-185426.64360049285
main_cohort	gee_binomial	ft_profile	baseline_disease	sex	0.19769940206903813	0.05511718112152061	0.0003346422361320883	0.08967171214148675	0.30572709199658954	19469	5086	-5027.579934596518	10081.159869193036	-185426.64360049285
main_cohort	gee_binomial	ft_profile	baseline_disease	education_c	-0.16887387052921987	0.0162390409050464	2.4988832892559447e-25	-0.20070180584658354	-0.1370459352118562	19469	5086	-5027.579934596518	10081.159869193036	-185426.64360049285
main_cohort	gee_binomial	ft_profile	baseline_disease	residence_rural_w1	0.3212542330418717	0.0575063308670928	2.3180483785727897e-08	0.20854389565932577	0.4339645704244176	19469	5086	-5027.579934596518	10081.159869193036	-185426.64360049285
main_cohort	gee_binomial	ft_profile	baseline_disease	core_disease_count_w1	0.3129370963481621	0.019721990616931778	1.0653184419818074e-56	0.2742827050355389	0.35159148766078524	19469	5086	-5027.579934596518	10081.159869193036	-185426.64360049285
main_cohort	mixedlm_re_int	ft_profile	baseline_disease_adl	Intercept	-0.6043572941182543	0.1096059542000793	3.5094943881966633e-08	-0.8191810168415564	-0.38953357139495226	19376	5055	-25190.282420592135	50412.56484118427	50538.513488636956
main_cohort	mixedlm_re_int	ft_profile	baseline_disease_adl	C(ft_profile)[T.mixed]	-0.032951489721402896	0.038460675199333286	0.39157866244583595	-0.108333027933189	0.042430048490383204	19376	5055	-25190.282420592135	50412.56484118427	50538.513488636956
main_cohort	mixedlm_re_int	ft_profile	baseline_disease_adl	C(ft_profile)[T.shock_spike]	0.030305418524808374	0.04550284583455614	0.5054037510372535	-0.05887852050500007	0.11948935755461683	19376	5055	-25190.282420592135	50412.56484118427	50538.513488636956
main_cohort	mixedlm_re_int	ft_profile	baseline_disease_adl	C(ft_profile)[T.stable_low]	-0.034705726584284884	0.032144067976851015	0.28027889271406703	-0.09770694213552014	0.02829548896695038	19376	5055	-25190.282420592135	50412.56484118427	50538.513488636956
main_cohort	mixedlm_re_int	ft_profile	baseline_disease_adl	t_years	0.07642377279957471	0.006022064172162571	6.6649696355948416e-37	0.06462074390954706	0.08822680168960237	19376	5055	-25190.282420592135	50412.56484118427	50538.513488636956
main_cohort	mixedlm_re_int	ft_profile	baseline_disease_adl	t_years:C(ft_profile)[T.mixed]	-0.023453813734240925	0.008172538277995675	0.004106896422627702	-0.03947169442138744	-0.0074359330470944104	19376	5055	-25190.282420592135	50412.56484118427	50538.513488636956
main_cohort	mixedlm_re_int	ft_profile	baseline_disease_adl	t_years:C(ft_profile)[T.shock_spike]	-0.025576923393129305	0.009745300260536424	0.008676628220931688	-0.044677360922309506	-0.006476485863949107	19376	5055	-25190.282420592135	50412.56484118427	50538.513488636956
main_cohort	mixedlm_re_int	ft_profile	baseline_disease_adl	t_years:C(ft_profile)[T.stable_low]	-0.04208194919912926	0.006739666589380493	4.26734188556167e-10	-0.05529145298212293	-0.028872445416135595	19376	5055	-25190.282420592135	50412.56484118427	50538.513488636956
main_cohort	mixedlm_re_int	ft_profile	baseline_disease_adl	baseline_age	0.010125412746973794	0.0014173337514324872	9.066251391787117e-13	0.007347489640093074	0.012903335853854513	19376	5055	-25190.282420592135	50412.56484118427	50538.513488636956
