interval	n_rows	n_ids	adl5_missing_pct	adl5_lag_missing_pct	oop_raw_lag_missing_pct
2011-2013	5512	5512	0.0317489114658926	0.08272859216255443	0.10141509433962265
2013-2015	5512	5512	0.02104499274310595	0.0317489114658926	0.06676342525399129
2015-2018	5512	5512	0.10032656023222061	0.02104499274310595	0.0602322206095791
