variable	missing_rate
r1hibpe	0.3519593613933237
r1diabe	0.3519593613933237
r1dyslipe	0.3519593613933237
r1hearte	0.3519593613933237
r1stroke	0.3519593613933237
r1lunge	0.3519593613933237
r1arthre	0.3519593613933237
r1kidneye	0.35286647314949204
r1digeste	0.35250362844702465
r1memrye	0.35268505079825835
r1psyche	0.35286647314949204
