n_rows_model	observed_fraction	ipw_nonmissing_n	ipw_mean	ipw_p95	ipw_p99	ipw_max	model_converged
14589	0.9662074165467133	14096	0.9997215163963944	1.0367629581322522	1.0771580136939432	1.0771626666999612	True
