n_rows_model	observed_fraction	ipw_nonmissing_n	ipw_mean	ipw_p50	ipw_p95	ipw_p99	ipw_max	model_converged
12286	0.9667914699658148	11878	0.9997323241997722	0.9949276787667443	1.0342048123146954	1.0722434275832546	1.0722681521989568	True
